month,division,line,day_type,period,num_timepoints_passing_wait_assessment,num_sched_timepoints,wait assessment
2023-07-01,B DIVISION,JZ,1,peak,5759,7858,0.7328837
2023-07-01,B DIVISION,L,2,offpeak,5754,7257,0.7928896
2023-07-01,B DIVISION,L,1,offpeak,19014,24195,0.78586483
2023-07-01,B DIVISION,L,1,peak,10959,14556,0.7528854
2023-07-01,B DIVISION,L,2,peak,2995,3708,0.80771303
2023-07-01,B DIVISION,M,2,offpeak,2032,2336,0.86986303
2023-07-01,B DIVISION,M,1,offpeak,9584,13717,0.69869506
2023-07-01,B DIVISION,M,1,peak,6856,10478,0.65432334
2023-07-01,B DIVISION,M,2,peak,1091,1246,0.87560195
2023-07-01,B DIVISION,N,1,offpeak,10168,15655,0.64950496
2023-07-01,B DIVISION,N,2,offpeak,3653,5164,0.70739734
2023-07-01,B DIVISION,N,2,peak,1821,2612,0.6971669
2023-07-01,B DIVISION,N,1,peak,6183,10191,0.6067118
2023-07-01,B DIVISION,Q,2,offpeak,4296,6046,0.71055245
2023-07-01,B DIVISION,Q,1,offpeak,9043,13279,0.68100005
2023-07-01,B DIVISION,Q,1,peak,5244,7934,0.66095287
2023-07-01,B DIVISION,Q,2,peak,2105,3148,0.6686785
2023-07-01,B DIVISION,R,2,offpeak,4748,6772,0.7011223
2023-07-01,B DIVISION,R,1,offpeak,13040,19084,0.6832949
2023-07-01,B DIVISION,R,2,peak,2511,3618,0.69402987
2023-07-01,B DIVISION,R,1,peak,8450,13348,0.63305366
2023-07-01,A DIVISION,S 42nd,1,offpeak,2889,3000,0.963
2023-07-01,A DIVISION,S 42nd,2,offpeak,1017,1023,0.9941349
2023-07-01,A DIVISION,S 42nd,1,peak,1915,2020,0.9480198
2023-07-01,A DIVISION,S 42nd,2,peak,586,589,0.9949066
2023-07-01,B DIVISION,S Fkln,1,offpeak,2375,2430,0.97736627
2023-07-01,B DIVISION,S Fkln,2,offpeak,1124,1129,0.9955713
2023-07-01,B DIVISION,S Fkln,1,peak,1392,1413,0.985138
2023-07-01,B DIVISION,S Fkln,2,peak,609,610,0.99836063
2023-07-01,B DIVISION,S Rock,2,offpeak,522,579,0.9015544
2023-07-01,B DIVISION,S Rock,1,offpeak,1531,1740,0.8798851
2023-07-01,B DIVISION,S Rock,1,peak,739,853,0.86635405
2023-07-01,B DIVISION,S Rock,2,peak,278,311,0.8938907
2023-07-01,B DIVISION,W,1,offpeak,4972,7044,0.70584893
2023-07-01,B DIVISION,W,1,peak,3588,5477,0.65510315
2023-06-01,A DIVISION,1,1,offpeak,21711,27424,0.79167885
2023-06-01,A DIVISION,1,2,offpeak,4742,6052,0.78354263
2023-06-01,A DIVISION,1,1,peak,13215,17885,0.7388873
2023-06-01,A DIVISION,1,2,peak,2407,2883,0.8348942
2023-06-01,A DIVISION,2,1,offpeak,21793,30287,0.71954966
2023-06-01,A DIVISION,2,2,offpeak,5214,7072,0.73727375
2023-06-01,A DIVISION,2,1,peak,13093,19311,0.67800736
2023-06-01,A DIVISION,2,2,peak,2720,3563,0.7634016
2023-06-01,A DIVISION,3,2,offpeak,4395,5383,0.81645924
2023-06-01,A DIVISION,3,1,offpeak,17910,23878,0.7500628
2023-06-01,A DIVISION,3,1,peak,11293,15708,0.71893305
2023-06-01,A DIVISION,3,2,peak,2226,2644,0.8419062
2023-06-01,A DIVISION,4,1,offpeak,25595,32947,0.77685374
2023-06-01,A DIVISION,4,2,offpeak,5712,7541,0.7574592
2023-06-01,A DIVISION,4,1,peak,16572,23716,0.69876873
2023-06-01,A DIVISION,4,2,peak,2923,4002,0.7303848
2023-06-01,A DIVISION,5,1,offpeak,18190,24850,0.73199195
2023-06-01,A DIVISION,5,2,offpeak,2525,3135,0.80542266
2023-06-01,A DIVISION,5,1,peak,13616,20192,0.6743265
2023-06-01,A DIVISION,5,2,peak,1370,1676,0.81742245
2023-06-01,A DIVISION,6,1,offpeak,23335,30001,0.7778074
2023-06-01,A DIVISION,6,2,offpeak,4486,5443,0.82417786
2023-06-01,A DIVISION,6,1,peak,16062,20877,0.7693634
2023-06-01,A DIVISION,6,2,peak,2287,2843,0.8044319
2023-06-01,A DIVISION,7,1,offpeak,14354,18345,0.7824475
2023-06-01,A DIVISION,7,2,offpeak,2953,3657,0.8074925
2023-06-01,A DIVISION,7,1,peak,10728,14777,0.7259931
2023-06-01,A DIVISION,7,2,peak,1774,2217,0.80018044
2023-06-01,B DIVISION,A,1,offpeak,14868,22087,0.67315614
2023-06-01,B DIVISION,A,2,offpeak,3471,5056,0.6865111
2023-06-01,B DIVISION,A,1,peak,10342,16170,0.6395795
2023-06-01,B DIVISION,A,2,peak,1826,2667,0.6846644
2023-06-01,B DIVISION,B,1,offpeak,6975,9600,0.7265625
2023-06-01,B DIVISION,B,1,peak,5531,8638,0.6403102
2023-06-01,B DIVISION,C,1,offpeak,8896,12935,0.6877464
2023-06-01,B DIVISION,C,2,offpeak,2093,3173,0.6596281
2023-06-01,B DIVISION,C,1,peak,5557,8120,0.6843596
2023-06-01,B DIVISION,C,2,peak,1141,1773,0.643542
2023-06-01,B DIVISION,D,2,offpeak,2361,3543,0.6663844
2023-06-01,B DIVISION,D,1,offpeak,10089,14859,0.67898244
2023-06-01,B DIVISION,D,2,peak,1274,1805,0.70581716
2023-06-01,B DIVISION,D,1,peak,6519,9954,0.6549126
2023-06-01,B DIVISION,E,2,offpeak,1767,2663,0.6635374
2023-06-01,B DIVISION,E,1,offpeak,12838,18608,0.68991834
2023-06-01,B DIVISION,E,2,peak,993,1321,0.75170326
2023-06-01,B DIVISION,E,1,peak,8733,13167,0.663249
2023-06-01,B DIVISION,F,1,offpeak,19896,29797,0.66771823
2023-06-01,B DIVISION,F,2,offpeak,2581,3760,0.6864362
2023-06-01,B DIVISION,F,1,peak,13825,20731,0.6668757
2023-06-01,B DIVISION,F,2,peak,1493,1866,0.8001072
2023-06-01,B DIVISION,G,2,offpeak,3067,3504,0.8752854
2023-06-01,B DIVISION,G,1,offpeak,10707,13056,0.8200827
2023-06-01,B DIVISION,G,1,peak,6285,7949,0.7906655
2023-06-01,B DIVISION,G,2,peak,1572,1791,0.87772197
2023-06-01,B DIVISION,JZ,1,offpeak,10138,12075,0.8395859
2023-06-01,B DIVISION,JZ,2,offpeak,2264,2940,0.77006805
2023-06-01,B DIVISION,JZ,1,peak,6617,8649,0.76505953
2023-06-01,B DIVISION,JZ,2,peak,1185,1588,0.74622166
2023-06-01,B DIVISION,L,1,offpeak,19907,26440,0.7529123
2023-06-01,B DIVISION,L,2,offpeak,5749,7725,0.74420714
2023-06-01,B DIVISION,L,1,peak,11633,16027,0.72583765
2023-06-01,B DIVISION,L,2,peak,3098,3982,0.778001
2023-06-01,B DIVISION,M,2,offpeak,728,932,0.7811159
2023-06-01,B DIVISION,M,1,offpeak,10589,14756,0.7176064
2023-06-01,B DIVISION,M,1,peak,7410,11352,0.6527484
2023-06-01,B DIVISION,M,2,peak,419,495,0.84646463
2023-06-01,B DIVISION,N,2,offpeak,3110,4698,0.66198385
2023-06-01,B DIVISION,N,1,offpeak,11961,17758,0.67355555
2023-06-01,B DIVISION,N,1,peak,7357,11519,0.6386839
2023-06-01,B DIVISION,N,2,peak,1562,2355,0.66326964
2023-06-01,B DIVISION,Q,1,offpeak,10815,14838,0.7288718
2023-06-01,B DIVISION,Q,2,offpeak,2641,3959,0.6670877
2023-06-01,B DIVISION,Q,2,peak,1496,2055,0.72798055
2023-06-01,B DIVISION,Q,1,peak,6241,8799,0.70928514
2023-06-01,B DIVISION,R,1,offpeak,14696,20996,0.6999428
2023-06-01,B DIVISION,R,2,offpeak,3628,5451,0.66556597
2023-06-01,B DIVISION,R,1,peak,9636,14758,0.652934
2023-06-01,B DIVISION,R,2,peak,2004,2893,0.6927065
2023-06-01,A DIVISION,S 42nd,2,offpeak,749,752,0.99601066
2023-06-01,A DIVISION,S 42nd,1,offpeak,3264,3299,0.98939073
2023-06-01,A DIVISION,S 42nd,1,peak,2195,2222,0.98784876
2023-06-01,A DIVISION,S 42nd,2,peak,443,444,0.9977477
2023-06-01,B DIVISION,S Fkln,2,offpeak,663,673,0.98514116
2023-06-01,B DIVISION,S Fkln,1,offpeak,2499,2549,0.98038447
2023-06-01,B DIVISION,S Fkln,2,peak,335,343,0.9766764
2023-06-01,B DIVISION,S Fkln,1,peak,1516,1541,0.98377675
2023-06-01,B DIVISION,S Rock,1,offpeak,1717,1910,0.8989529
2023-06-01,B DIVISION,S Rock,2,offpeak,402,481,0.83575886
2023-06-01,B DIVISION,S Rock,1,peak,854,937,0.91141945
2023-06-01,B DIVISION,S Rock,2,peak,244,275,0.8872727
2023-06-01,B DIVISION,W,1,offpeak,5030,7141,0.70438313
2023-06-01,B DIVISION,W,1,peak,4184,6280,0.66624206
2023-05-01,A DIVISION,1,1,offpeak,18373,23835,0.7708412
2023-05-01,A DIVISION,1,2,offpeak,6266,7723,0.8113427
2023-05-01,A DIVISION,1,1,peak,11575,15797,0.7327341
2023-05-01,A DIVISION,1,2,peak,3253,3926,0.8285787
2023-05-01,A DIVISION,2,1,offpeak,20018,28311,0.707075
2023-05-01,A DIVISION,2,2,offpeak,4953,6907,0.7170986
2023-05-01,A DIVISION,2,1,peak,12067,18107,0.6664274
2023-05-01,A DIVISION,2,2,peak,2472,3398,0.7274867
2023-05-01,A DIVISION,3,1,offpeak,14549,20184,0.72081846
2023-05-01,A DIVISION,3,2,offpeak,4564,5419,0.8422218
2023-05-01,A DIVISION,3,1,peak,9299,13340,0.69707644
2023-05-01,A DIVISION,3,2,peak,2417,2728,0.88599706
2023-05-01,A DIVISION,4,1,offpeak,23236,31106,0.74699414
2023-05-01,A DIVISION,4,2,offpeak,6893,9567,0.72049755
2023-05-01,A DIVISION,4,1,peak,15263,22453,0.67977554
2023-05-01,A DIVISION,4,2,peak,3713,5092,0.729183
2023-05-01,A DIVISION,5,1,offpeak,15697,22051,0.7118498
2023-05-01,A DIVISION,5,2,offpeak,3346,4215,0.7938315
2023-05-01,A DIVISION,5,1,peak,11199,17130,0.6537653
2023-05-01,A DIVISION,5,2,peak,2045,2514,0.81344473
2023-05-01,A DIVISION,6,1,offpeak,19140,27144,0.7051282
2023-05-01,A DIVISION,6,2,offpeak,6289,7479,0.84088784
2023-05-01,A DIVISION,6,1,peak,12734,18827,0.6763691
2023-05-01,A DIVISION,6,2,peak,3492,4083,0.8552535
2023-05-01,A DIVISION,7,1,offpeak,12525,15691,0.79822826
2023-05-01,A DIVISION,7,2,offpeak,3520,4373,0.8049394
2023-05-01,A DIVISION,7,1,peak,9530,12837,0.74238527
2023-05-01,A DIVISION,7,2,peak,2207,2758,0.80021757
2023-05-01,B DIVISION,A,2,offpeak,3536,5443,0.64964175
2023-05-01,B DIVISION,A,1,offpeak,13033,20186,0.6456455
2023-05-01,B DIVISION,A,2,peak,1814,2841,0.63850754
2023-05-01,B DIVISION,A,1,peak,8913,14721,0.6054616
2023-05-01,B DIVISION,B,1,offpeak,5770,8237,0.70049775
2023-05-01,B DIVISION,B,1,peak,4768,7401,0.6442373
2023-05-01,B DIVISION,C,1,offpeak,7874,11603,0.6786176
2023-05-01,B DIVISION,C,2,offpeak,2240,3287,0.6814725
2023-05-01,B DIVISION,C,1,peak,4985,7364,0.6769419
2023-05-01,B DIVISION,C,2,peak,1213,1854,0.65426105
2023-05-01,B DIVISION,D,1,offpeak,8823,14184,0.6220389
2023-05-01,B DIVISION,D,2,offpeak,2467,4270,0.57775176
2023-05-01,B DIVISION,D,1,peak,5604,9152,0.6123252
2023-05-01,B DIVISION,D,2,peak,1245,2179,0.57136303
2023-05-01,B DIVISION,E,2,offpeak,2343,3074,0.7621991
2023-05-01,B DIVISION,E,1,offpeak,10803,15907,0.67913496
2023-05-01,B DIVISION,E,2,peak,1188,1505,0.78936875
2023-05-01,B DIVISION,E,1,peak,7037,11258,0.62506664
2023-05-01,B DIVISION,F,1,offpeak,17715,27460,0.6451202
2023-05-01,B DIVISION,F,2,offpeak,3597,4795,0.7501564
2023-05-01,B DIVISION,F,2,peak,1855,2389,0.7764755
2023-05-01,B DIVISION,F,1,peak,11669,18751,0.6223135
2023-05-01,B DIVISION,G,2,offpeak,2742,3090,0.88737863
2023-05-01,B DIVISION,G,1,offpeak,8802,11190,0.78659517
2023-05-01,B DIVISION,G,2,peak,1409,1590,0.88616353
2023-05-01,B DIVISION,G,1,peak,5196,6923,0.7505417
2023-05-01,B DIVISION,JZ,2,offpeak,3026,3714,0.81475496
2023-05-01,B DIVISION,JZ,1,offpeak,8618,10833,0.79553217
2023-05-01,B DIVISION,JZ,2,peak,1616,2017,0.8011899
2023-05-01,B DIVISION,JZ,1,peak,5933,7927,0.74845463
2023-05-01,B DIVISION,L,1,offpeak,17093,21763,0.7854156
2023-05-01,B DIVISION,L,2,offpeak,6352,7750,0.8196129
2023-05-01,B DIVISION,L,2,peak,3272,3974,0.8233518
2023-05-01,B DIVISION,L,1,peak,10155,13115,0.7743042
2023-05-01,B DIVISION,M,2,offpeak,812,935,0.8684492
2023-05-01,B DIVISION,M,1,offpeak,9234,12922,0.71459526
2023-05-01,B DIVISION,M,2,peak,436,497,0.8772636
2023-05-01,B DIVISION,M,1,peak,6715,9933,0.6760294
2023-05-01,B DIVISION,N,1,offpeak,10871,15661,0.69414467
2023-05-01,B DIVISION,N,2,offpeak,2919,5394,0.5411568
2023-05-01,B DIVISION,N,1,peak,6600,10239,0.6445942
2023-05-01,B DIVISION,N,2,peak,1545,2669,0.5788685
2023-05-01,B DIVISION,Q,2,offpeak,3293,4453,0.7395015
2023-05-01,B DIVISION,Q,1,offpeak,9102,12659,0.71901417
2023-05-01,B DIVISION,Q,2,peak,1713,2293,0.74705625
2023-05-01,B DIVISION,Q,1,peak,5244,7498,0.6993865
2023-05-01,B DIVISION,R,1,offpeak,13157,18457,0.7128461
2023-05-01,B DIVISION,R,2,offpeak,4417,6122,0.7214962
2023-05-01,B DIVISION,R,1,peak,8691,13028,0.6671016
2023-05-01,B DIVISION,R,2,peak,2416,3251,0.74315596
2023-05-01,A DIVISION,S 42nd,1,offpeak,2523,2994,0.84268534
2023-05-01,A DIVISION,S 42nd,2,offpeak,996,1001,0.995005
2023-05-01,A DIVISION,S 42nd,2,peak,597,597,1
2023-05-01,A DIVISION,S 42nd,1,peak,1703,2020,0.8430693
2023-05-01,B DIVISION,S Fkln,1,offpeak,2076,2120,0.9792453
2023-05-01,B DIVISION,S Fkln,2,offpeak,872,894,0.9753915
2023-05-01,B DIVISION,S Fkln,1,peak,1243,1269,0.97951144
2023-05-01,B DIVISION,S Fkln,2,peak,485,488,0.99385244
2023-05-01,B DIVISION,S Rock,1,offpeak,1516,1709,0.88706845
2023-05-01,B DIVISION,S Rock,2,offpeak,278,303,0.91749173
2023-05-01,B DIVISION,S Rock,1,peak,751,834,0.9004796
2023-05-01,B DIVISION,S Rock,2,peak,158,165,0.95757574
2023-05-01,B DIVISION,W,1,offpeak,5694,7528,0.7563762
2023-05-01,B DIVISION,W,1,peak,3863,5425,0.71207374
2023-04-01,A DIVISION,1,1,offpeak,19664,25005,0.7864027
2023-04-01,A DIVISION,1,2,offpeak,4884,5827,0.83816713
2023-04-01,A DIVISION,1,1,peak,12135,16476,0.73652583
2023-04-01,A DIVISION,1,2,peak,2366,2789,0.84833276
2023-04-01,A DIVISION,2,1,offpeak,19917,27865,0.71476763
2023-04-01,A DIVISION,2,2,offpeak,4786,6508,0.7354026
2023-04-01,A DIVISION,2,1,peak,12275,17992,0.68224764
2023-04-01,A DIVISION,2,2,peak,2469,3207,0.7698784
2023-04-01,A DIVISION,3,2,offpeak,5204,6081,0.8557803
2023-04-01,A DIVISION,3,1,offpeak,14546,20308,0.71626943
2023-04-01,A DIVISION,3,1,peak,9560,14177,0.67433167
2023-04-01,A DIVISION,3,2,peak,2603,2977,0.87437016
2023-04-01,A DIVISION,4,1,offpeak,22528,29941,0.7524131
2023-04-01,A DIVISION,4,2,offpeak,7190,9358,0.7683266
2023-04-01,A DIVISION,4,1,peak,14790,21538,0.6866933
2023-04-01,A DIVISION,4,2,peak,3849,4919,0.7824761
2023-04-01,A DIVISION,5,1,offpeak,16016,22109,0.7244109
2023-04-01,A DIVISION,5,2,offpeak,2204,2550,0.8643137
2023-04-01,A DIVISION,5,2,peak,1140,1294,0.8809892
2023-04-01,A DIVISION,5,1,peak,12347,18050,0.6840443
2023-04-01,A DIVISION,6,1,offpeak,21406,28429,0.75296354
2023-04-01,A DIVISION,6,2,offpeak,5043,6083,0.8290317
2023-04-01,A DIVISION,6,2,peak,2737,3199,0.85557985
2023-04-01,A DIVISION,6,1,peak,14072,19022,0.739775
2023-04-01,A DIVISION,7,1,offpeak,14198,17672,0.80341786
2023-04-01,A DIVISION,7,2,offpeak,3744,4701,0.7964263
2023-04-01,A DIVISION,7,1,peak,10715,14475,0.7402418
2023-04-01,A DIVISION,7,2,peak,2502,3070,0.8149837
2023-04-01,B DIVISION,A,1,offpeak,13162,19487,0.67542464
2023-04-01,B DIVISION,A,2,offpeak,2430,4005,0.60674155
2023-04-01,B DIVISION,A,2,peak,1436,2214,0.6485998
2023-04-01,B DIVISION,A,1,peak,9521,14507,0.6563039
2023-04-01,B DIVISION,B,1,offpeak,6430,8461,0.75995743
2023-04-01,B DIVISION,B,1,peak,5116,7398,0.6915383
2023-04-01,B DIVISION,C,1,offpeak,8549,11502,0.74326205
2023-04-01,B DIVISION,C,2,offpeak,1781,2418,0.73655915
2023-04-01,B DIVISION,C,1,peak,5413,7271,0.74446434
2023-04-01,B DIVISION,C,2,peak,1023,1411,0.7250177
2023-04-01,B DIVISION,D,1,offpeak,9518,13774,0.691012
2023-04-01,B DIVISION,D,2,offpeak,2750,3876,0.70949435
2023-04-01,B DIVISION,D,1,peak,5988,8818,0.6790655
2023-04-01,B DIVISION,D,2,peak,1448,2028,0.7140039
2023-04-01,B DIVISION,E,1,offpeak,11012,16262,0.67716146
2023-04-01,B DIVISION,E,2,offpeak,2614,3206,0.81534624
2023-04-01,B DIVISION,E,2,peak,1359,1640,0.8286585
2023-04-01,B DIVISION,E,1,peak,7752,11285,0.6869295
2023-04-01,B DIVISION,F,2,offpeak,4324,5709,0.7574006
2023-04-01,B DIVISION,F,1,offpeak,18788,27750,0.67704505
2023-04-01,B DIVISION,F,2,peak,2317,2970,0.7801347
2023-04-01,B DIVISION,F,1,peak,12834,18930,0.6779715
2023-04-01,B DIVISION,G,2,offpeak,2812,3130,0.8984026
2023-04-01,B DIVISION,G,1,offpeak,9410,11386,0.82645357
2023-04-01,B DIVISION,G,2,peak,1477,1619,0.9122915
2023-04-01,B DIVISION,G,1,peak,5603,6949,0.8063031
2023-04-01,B DIVISION,JZ,2,offpeak,3054,3660,0.8344262
2023-04-01,B DIVISION,JZ,1,offpeak,9030,10826,0.8341031
2023-04-01,B DIVISION,JZ,2,peak,1727,2012,0.8583499
2023-04-01,B DIVISION,JZ,1,peak,6087,7767,0.7837003
2023-04-01,B DIVISION,L,2,offpeak,3865,4588,0.842415
2023-04-01,B DIVISION,L,1,offpeak,18473,22981,0.80383795
2023-04-01,B DIVISION,L,1,peak,10815,13837,0.78160006
2023-04-01,B DIVISION,L,2,peak,1962,2350,0.83489364
2023-04-01,B DIVISION,M,1,offpeak,9931,13399,0.7411747
2023-04-01,B DIVISION,M,2,offpeak,1646,1815,0.90688705
2023-04-01,B DIVISION,M,1,peak,7167,10174,0.7044427
2023-04-01,B DIVISION,M,2,peak,841,966,0.8706004
2023-04-01,B DIVISION,N,1,offpeak,11054,15717,0.7033149
2023-04-01,B DIVISION,N,2,offpeak,3778,5496,0.68740904
2023-04-01,B DIVISION,N,1,peak,6865,10268,0.668582
2023-04-01,B DIVISION,N,2,peak,1899,2816,0.6743608
2023-04-01,B DIVISION,Q,2,offpeak,3089,4200,0.7354762
2023-04-01,B DIVISION,Q,1,offpeak,9217,12902,0.7143854
2023-04-01,B DIVISION,Q,2,peak,1665,2164,0.7694085
2023-04-01,B DIVISION,Q,1,peak,5486,7660,0.716188
2023-04-01,B DIVISION,R,2,offpeak,4431,5890,0.75229204
2023-04-01,B DIVISION,R,1,offpeak,13474,18442,0.7306149
2023-04-01,B DIVISION,R,1,peak,8872,12953,0.68493783
2023-04-01,B DIVISION,R,2,peak,2293,3173,0.72265995
2023-04-01,A DIVISION,S 42nd,1,offpeak,2897,3098,0.93511945
2023-04-01,A DIVISION,S 42nd,2,offpeak,715,722,0.9903047
2023-04-01,A DIVISION,S 42nd,2,peak,412,416,0.99038464
2023-04-01,A DIVISION,S 42nd,1,peak,1918,2074,0.92478305
2023-04-01,B DIVISION,S Fkln,1,offpeak,2255,2308,0.9770364
2023-04-01,B DIVISION,S Fkln,2,offpeak,840,850,0.9882353
2023-04-01,B DIVISION,S Fkln,1,peak,1328,1344,0.9880952
2023-04-01,B DIVISION,S Fkln,2,peak,457,462,0.98917747
2023-04-01,B DIVISION,S Rock,1,offpeak,1545,1704,0.9066901
2023-04-01,B DIVISION,S Rock,2,offpeak,420,450,0.93333334
2023-04-01,B DIVISION,S Rock,1,peak,771,833,0.92557025
2023-04-01,B DIVISION,S Rock,2,peak,233,244,0.954918
2023-04-01,B DIVISION,W,2,offpeak,5,52,0.09615385
2023-04-01,B DIVISION,W,1,offpeak,5670,7332,0.7733224
2023-04-01,B DIVISION,W,1,peak,3900,5467,0.71337116
2023-04-01,B DIVISION,W,2,peak,3,28,0.10714286
2023-03-01,A DIVISION,1,1,offpeak,22963,28363,0.80961114
2023-03-01,A DIVISION,1,2,offpeak,5568,6728,0.82758623
2023-03-01,A DIVISION,1,1,peak,14271,18695,0.7633592
2023-03-01,A DIVISION,1,2,peak,2682,3245,0.8265023
2023-03-01,A DIVISION,2,1,offpeak,22379,31538,0.7095884
2023-03-01,A DIVISION,2,2,offpeak,6080,7755,0.7840103
2023-03-01,A DIVISION,2,1,peak,13695,20189,0.67833966
2023-03-01,A DIVISION,2,2,peak,3173,3964,0.8004541
2023-03-01,A DIVISION,3,1,offpeak,19216,24960,0.7698718
2023-03-01,A DIVISION,3,2,offpeak,2369,3066,0.77266794
2023-03-01,A DIVISION,3,1,peak,11788,16422,0.71781754
2023-03-01,A DIVISION,3,2,peak,1235,1524,0.81036747
2023-03-01,A DIVISION,4,1,offpeak,25865,34442,0.7509726
2023-03-01,A DIVISION,4,2,offpeak,6883,9412,0.7313005
2023-03-01,A DIVISION,4,1,peak,17276,24794,0.69678146
2023-03-01,A DIVISION,4,2,peak,3544,5020,0.70597607
2023-03-01,A DIVISION,5,1,offpeak,18667,26124,0.71455365
2023-03-01,A DIVISION,5,2,offpeak,2033,2165,0.93903005
2023-03-01,A DIVISION,5,1,peak,14537,21241,0.684384
2023-03-01,A DIVISION,5,2,peak,1067,1129,0.94508415
2023-03-01,A DIVISION,6,2,offpeak,5285,6344,0.83307064
2023-03-01,A DIVISION,6,1,offpeak,26288,33101,0.7941754
2023-03-01,A DIVISION,6,1,peak,16546,21919,0.7548702
2023-03-01,A DIVISION,6,2,peak,2777,3296,0.8425364
2023-03-01,A DIVISION,7,1,offpeak,15106,19093,0.79118
2023-03-01,A DIVISION,7,2,offpeak,2740,3098,0.88444155
2023-03-01,A DIVISION,7,1,peak,11158,15279,0.7302834
2023-03-01,A DIVISION,7,2,peak,1409,1590,0.88616353
2023-03-01,B DIVISION,A,1,offpeak,15231,22525,0.67618203
2023-03-01,B DIVISION,A,2,offpeak,3805,5663,0.67190534
2023-03-01,B DIVISION,A,2,peak,1986,2939,0.67574006
2023-03-01,B DIVISION,A,1,peak,10540,16586,0.6354757
2023-03-01,B DIVISION,B,1,offpeak,7233,9977,0.7249674
2023-03-01,B DIVISION,B,1,peak,5956,8948,0.6656236
2023-03-01,B DIVISION,C,1,offpeak,9962,13513,0.737216
2023-03-01,B DIVISION,C,2,offpeak,2294,3476,0.65995395
2023-03-01,B DIVISION,C,1,peak,6044,8576,0.70475745
2023-03-01,B DIVISION,C,2,peak,1329,1962,0.67737
2023-03-01,B DIVISION,D,1,offpeak,11145,16041,0.69478214
2023-03-01,B DIVISION,D,2,offpeak,2963,4362,0.6792756
2023-03-01,B DIVISION,D,1,peak,6980,10217,0.6831751
2023-03-01,B DIVISION,D,2,peak,1573,2246,0.7003562
2023-03-01,B DIVISION,E,1,offpeak,12927,18900,0.68396825
2023-03-01,B DIVISION,E,2,offpeak,2919,3601,0.81060815
2023-03-01,B DIVISION,E,2,peak,1511,1806,0.8366556
2023-03-01,B DIVISION,E,1,peak,8808,13761,0.6400698
2023-03-01,B DIVISION,F,2,offpeak,4067,5466,0.74405414
2023-03-01,B DIVISION,F,1,offpeak,21310,32272,0.66032475
2023-03-01,B DIVISION,F,2,peak,2079,2743,0.75792927
2023-03-01,B DIVISION,F,1,peak,14025,22107,0.63441443
2023-03-01,B DIVISION,G,2,offpeak,3539,4003,0.8840869
2023-03-01,B DIVISION,G,1,offpeak,11590,13610,0.8515797
2023-03-01,B DIVISION,G,2,peak,1908,2088,0.9137931
2023-03-01,B DIVISION,G,1,peak,6788,8293,0.8185216
2023-03-01,B DIVISION,JZ,2,offpeak,2890,3481,0.8302212
2023-03-01,B DIVISION,JZ,1,offpeak,10425,12522,0.83253473
2023-03-01,B DIVISION,JZ,2,peak,1561,1883,0.8289963
2023-03-01,B DIVISION,JZ,1,peak,7117,9050,0.78640884
2023-03-01,B DIVISION,L,2,offpeak,3950,4805,0.82206035
2023-03-01,B DIVISION,L,1,offpeak,19447,25018,0.7773203
2023-03-01,B DIVISION,L,1,peak,12473,16694,0.74715465
2023-03-01,B DIVISION,L,2,peak,2060,2473,0.83299637
2023-03-01,B DIVISION,M,1,offpeak,11397,15767,0.7228388
2023-03-01,B DIVISION,M,2,offpeak,1781,2109,0.84447604
2023-03-01,B DIVISION,M,1,peak,7880,12026,0.655247
2023-03-01,B DIVISION,M,2,peak,926,1105,0.83800906
2023-03-01,B DIVISION,N,2,offpeak,3768,5634,0.6687966
2023-03-01,B DIVISION,N,1,offpeak,13627,18573,0.73369944
2023-03-01,B DIVISION,N,2,peak,2064,2842,0.7262491
2023-03-01,B DIVISION,N,1,peak,8080,11992,0.6737825
2023-03-01,B DIVISION,Q,1,offpeak,11175,15376,0.726782
2023-03-01,B DIVISION,Q,2,offpeak,3496,4865,0.71860224
2023-03-01,B DIVISION,Q,1,peak,6459,9104,0.70946836
2023-03-01,B DIVISION,Q,2,peak,1923,2524,0.7618859
2023-03-01,B DIVISION,R,2,offpeak,4517,5976,0.75585675
2023-03-01,B DIVISION,R,1,offpeak,15346,21393,0.7173374
2023-03-01,B DIVISION,R,2,peak,2457,3118,0.7880051
2023-03-01,B DIVISION,R,1,peak,10136,15273,0.6636548
2023-03-01,A DIVISION,S 42nd,2,offpeak,696,703,0.9900427
2023-03-01,A DIVISION,S 42nd,1,offpeak,3324,3446,0.9645966
2023-03-01,A DIVISION,S 42nd,2,peak,396,400,0.99
2023-03-01,A DIVISION,S 42nd,1,peak,2232,2323,0.9608265
2023-03-01,B DIVISION,S Fkln,1,offpeak,2379,2434,0.97740346
2023-03-01,B DIVISION,S Fkln,2,offpeak,701,710,0.98732394
2023-03-01,B DIVISION,S Fkln,1,peak,1423,1438,0.9895688
2023-03-01,B DIVISION,S Fkln,2,peak,373,379,0.9841689
2023-03-01,B DIVISION,S Rock,1,offpeak,1826,2018,0.90485626
2023-03-01,B DIVISION,S Rock,2,offpeak,413,441,0.93650794
2023-03-01,B DIVISION,S Rock,1,peak,900,976,0.9221311
2023-03-01,B DIVISION,S Rock,2,peak,227,233,0.97424895
2023-03-01,B DIVISION,W,1,offpeak,7837,9688,0.8089389
2023-03-01,B DIVISION,W,2,offpeak,297,394,0.7538071
