station_complex,month,day_type,ridership,lines
"Beverly Rd (2,5)",12,weekend,14998.0,"2,5"
"Bowery (J,Z)",1,weekday,40951.333333333336,"J,Z"
"Bowery (J,Z)",1,weekend,16938.666666666668,"J,Z"
"Bowery (J,Z)",2,weekday,41272.333333333336,"J,Z"
"Bowery (J,Z)",2,weekend,17344.666666666668,"J,Z"
"Bowery (J,Z)",3,weekday,50469.0,"J,Z"
"Bowery (J,Z)",3,weekend,22155.666666666668,"J,Z"
"Bowery (J,Z)",4,weekday,49806.333333333336,"J,Z"
"Bowery (J,Z)",4,weekend,24438.666666666668,"J,Z"
"Bowery (J,Z)",5,weekday,53452.0,"J,Z"
"Bowery (J,Z)",5,weekend,19162.333333333332,"J,Z"
"Bowery (J,Z)",6,weekday,52446.333333333336,"J,Z"
"Bowery (J,Z)",6,weekend,20375.0,"J,Z"
"Bowery (J,Z)",7,weekday,48553.333333333336,"J,Z"
"Bowery (J,Z)",7,weekend,18103.666666666668,"J,Z"
"Bowery (J,Z)",8,weekday,50438.0,"J,Z"
"Bowery (J,Z)",8,weekend,20072.0,"J,Z"
"Bowery (J,Z)",9,weekday,53063.333333333336,"J,Z"
"Bowery (J,Z)",9,weekend,23086.0,"J,Z"
"Bowery (J,Z)",10,weekday,52578.0,"J,Z"
"Bowery (J,Z)",10,weekend,15870.333333333334,"J,Z"
"Bowery (J,Z)",11,weekday,50249.0,"J,Z"
"Bowery (J,Z)",11,weekend,13611.5,"J,Z"
"Bowery (J,Z)",12,weekday,51086.0,"J,Z"
"Bowery (J,Z)",12,weekend,20230.5,"J,Z"
"Bowling Green (4,5)",1,weekday,288087.0,"4,5"
"Bowling Green (4,5)",1,weekend,39928.333333333336,"4,5"
"Bowling Green (4,5)",2,weekday,288972.3333333333,"4,5"
"Bowling Green (4,5)",2,weekend,43811.0,"4,5"
"Bowling Green (4,5)",3,weekday,357182.6666666667,"4,5"
"Bowling Green (4,5)",3,weekend,51559.333333333336,"4,5"
"Bowling Green (4,5)",4,weekday,339327.3333333333,"4,5"
"Bowling Green (4,5)",4,weekend,57872.333333333336,"4,5"
"Bowling Green (4,5)",5,weekday,369652.0,"4,5"
"Bowling Green (4,5)",5,weekend,61288.333333333336,"4,5"
"Bowling Green (4,5)",6,weekday,341567.3333333333,"4,5"
"Bowling Green (4,5)",6,weekend,57962.333333333336,"4,5"
"Bowling Green (4,5)",7,weekday,343524.3333333333,"4,5"
"Bowling Green (4,5)",7,weekend,69864.0,"4,5"
"Bowling Green (4,5)",8,weekday,352703.3333333333,"4,5"
"Bowling Green (4,5)",8,weekend,61386.333333333336,"4,5"
"Bowling Green (4,5)",9,weekday,337751.6666666667,"4,5"
"Bowling Green (4,5)",9,weekend,57707.0,"4,5"
"Bowling Green (4,5)",10,weekday,357804.0,"4,5"
"Bowling Green (4,5)",10,weekend,72493.33333333333,"4,5"
"Bowling Green (4,5)",11,weekday,339726.5,"4,5"
"Bowling Green (4,5)",11,weekend,58151.5,"4,5"
"Bowling Green (4,5)",12,weekday,331051.0,"4,5"
"Bowling Green (4,5)",12,weekend,75575.0,"4,5"
"Briarwood (E,F)",1,weekday,68977.0,"E,F"
"Briarwood (E,F)",1,weekend,11960.666666666666,"E,F"
"Briarwood (E,F)",2,weekday,66635.66666666667,"E,F"
"Briarwood (E,F)",2,weekend,11828.0,"E,F"
"Briarwood (E,F)",3,weekday,78332.0,"E,F"
"Briarwood (E,F)",3,weekend,14095.666666666666,"E,F"
"Briarwood (E,F)",4,weekday,70165.33333333333,"E,F"
"Briarwood (E,F)",4,weekend,15179.0,"E,F"
"Briarwood (E,F)",5,weekday,79120.0,"E,F"
"Briarwood (E,F)",5,weekend,13465.666666666666,"E,F"
"Briarwood (E,F)",6,weekday,71426.0,"E,F"
"Briarwood (E,F)",6,weekend,14934.0,"E,F"
"Briarwood (E,F)",7,weekday,66256.33333333333,"E,F"
"Briarwood (E,F)",7,weekend,13616.666666666666,"E,F"
"Briarwood (E,F)",8,weekday,70376.33333333333,"E,F"
"Briarwood (E,F)",8,weekend,13738.0,"E,F"
"Briarwood (E,F)",9,weekday,75980.0,"E,F"
"Briarwood (E,F)",9,weekend,14407.333333333334,"E,F"
"Briarwood (E,F)",10,weekday,77133.66666666667,"E,F"
"Briarwood (E,F)",10,weekend,16120.0,"E,F"
"Briarwood (E,F)",11,weekday,77012.5,"E,F"
"Briarwood (E,F)",11,weekend,12939.0,"E,F"
"Briarwood (E,F)",12,weekday,72542.0,"E,F"
"Briarwood (E,F)",12,weekend,16774.0,"E,F"
"Brighton Beach (B,Q)",1,weekday,147429.0,"B,Q"
"Brighton Beach (B,Q)",1,weekend,30403.0,"B,Q"
"Brighton Beach (B,Q)",2,weekday,150071.0,"B,Q"
"Brighton Beach (B,Q)",2,weekend,32775.333333333336,"B,Q"
"Brighton Beach (B,Q)",3,weekday,175177.0,"B,Q"
"Brighton Beach (B,Q)",3,weekend,34160.666666666664,"B,Q"
"Brighton Beach (B,Q)",4,weekday,159349.66666666666,"B,Q"
"Brighton Beach (B,Q)",4,weekend,31156.666666666668,"B,Q"
"Brighton Beach (B,Q)",5,weekday,185465.0,"B,Q"
"Brighton Beach (B,Q)",5,weekend,40881.333333333336,"B,Q"
"Brighton Beach (B,Q)",6,weekday,175445.0,"B,Q"
"Brighton Beach (B,Q)",6,weekend,48197.333333333336,"B,Q"
"Brighton Beach (B,Q)",7,weekday,173388.66666666666,"B,Q"
"Brighton Beach (B,Q)",7,weekend,56541.0,"B,Q"
"Brighton Beach (B,Q)",8,weekday,173185.66666666666,"B,Q"
"Brighton Beach (B,Q)",8,weekend,49283.333333333336,"B,Q"
"Brighton Beach (B,Q)",9,weekday,174505.33333333334,"B,Q"
"Brighton Beach (B,Q)",9,weekend,43281.0,"B,Q"
"Brighton Beach (B,Q)",10,weekday,172147.33333333334,"B,Q"
"Brighton Beach (B,Q)",10,weekend,29172.0,"B,Q"
"Brighton Beach (B,Q)",11,weekday,175426.0,"B,Q"
"Brighton Beach (B,Q)",11,weekend,20206.5,"B,Q"
"Brighton Beach (B,Q)",12,weekday,162383.0,"B,Q"
"Brighton Beach (B,Q)",12,weekend,38318.5,"B,Q"
"Broad Channel (A,S)",1,weekday,4002.0,"A,S"
"Broad Channel (A,S)",1,weekend,569.6666666666666,"A,S"
"Broad Channel (A,S)",2,weekday,3928.6666666666665,"A,S"
"Broad Channel (A,S)",2,weekend,576.3333333333334,"A,S"
"Broad Channel (A,S)",3,weekday,4676.0,"A,S"
"Broad Channel (A,S)",3,weekend,524.6666666666666,"A,S"
"Broad Channel (A,S)",4,weekday,4071.0,"A,S"
"Broad Channel (A,S)",4,weekend,535.3333333333334,"A,S"
"Broad Channel (A,S)",5,weekday,4726.666666666667,"A,S"
"Broad Channel (A,S)",5,weekend,605.6666666666666,"A,S"
"Broad Channel (A,S)",6,weekday,4519.0,"A,S"
"Broad Channel (A,S)",6,weekend,841.3333333333334,"A,S"
"Broad Channel (A,S)",7,weekday,4160.0,"A,S"
"Broad Channel (A,S)",7,weekend,888.3333333333334,"A,S"
"Broad Channel (A,S)",8,weekday,4174.333333333333,"A,S"
"Broad Channel (A,S)",8,weekend,765.6666666666666,"A,S"
"Broad Channel (A,S)",9,weekday,4260.666666666667,"A,S"
"Broad Channel (A,S)",9,weekend,603.6666666666666,"A,S"
"Broad Channel (A,S)",10,weekday,4285.666666666667,"A,S"
"Broad Channel (A,S)",10,weekend,638.0,"A,S"
"Broad Channel (A,S)",11,weekday,4171.0,"A,S"
"Broad Channel (A,S)",11,weekend,552.5,"A,S"
"Broad Channel (A,S)",12,weekday,3820.0,"A,S"
"Broad Channel (A,S)",12,weekend,551.5,"A,S"
"Broad St (J,Z)",1,weekday,74139.66666666667,"J,Z"
"Broad St (J,Z)",1,weekend,12579.666666666666,"J,Z"
"Broad St (J,Z)",2,weekday,72858.0,"J,Z"
"Broad St (J,Z)",2,weekend,12722.666666666666,"J,Z"
"Broad St (J,Z)",3,weekday,89810.0,"J,Z"
"Broad St (J,Z)",3,weekend,15768.0,"J,Z"
"Broad St (J,Z)",4,weekday,85269.66666666667,"J,Z"
"Broad St (J,Z)",4,weekend,17714.333333333332,"J,Z"
"Broad St (J,Z)",5,weekday,92804.33333333333,"J,Z"
"Broad St (J,Z)",5,weekend,16334.666666666666,"J,Z"
"Broad St (J,Z)",6,weekday,86548.33333333333,"J,Z"
"Broad St (J,Z)",6,weekend,17245.666666666668,"J,Z"
"Broad St (J,Z)",7,weekday,82022.66666666667,"J,Z"
"Broad St (J,Z)",7,weekend,16105.0,"J,Z"
"Broad St (J,Z)",8,weekday,84834.66666666667,"J,Z"
"Broad St (J,Z)",8,weekend,15126.666666666666,"J,Z"
"Broad St (J,Z)",9,weekday,84050.0,"J,Z"
"Broad St (J,Z)",9,weekend,18049.666666666668,"J,Z"
"Broad St (J,Z)",10,weekday,88113.0,"J,Z"
"Broad St (J,Z)",10,weekend,12615.0,"J,Z"
"Broad St (J,Z)",11,weekday,83704.0,"J,Z"
"Broad St (J,Z)",11,weekend,9890.0,"J,Z"
"Broad St (J,Z)",12,weekday,82564.5,"J,Z"
"Broad St (J,Z)",12,weekend,16714.0,"J,Z"
Broadway (G),1,weekday,69020.0,G
Broadway (G),1,weekend,17304.333333333332,G
Broadway (G),2,weekday,67816.0,G
Broadway (G),2,weekend,18605.0,G
Broadway (G),3,weekday,80527.33333333333,G
Broadway (G),3,weekend,20833.666666666668,G
Broadway (G),4,weekday,69327.33333333333,G
Broadway (G),4,weekend,17869.0,G
Broadway (G),5,weekday,77411.33333333333,G
Broadway (G),5,weekend,14360.666666666666,G
Broadway (G),6,weekday,68704.0,G
Broadway (G),6,weekend,18512.666666666668,G
Broadway (G),7,weekday,43167.0,G
Broadway (G),7,weekend,19358.0,G
Broadway (G),8,weekday,53864.333333333336,G
Broadway (G),8,weekend,14532.0,G
Broadway (G),9,weekday,69703.66666666667,G
Broadway (G),9,weekend,17237.0,G
Broadway (G),10,weekday,71787.0,G
Broadway (G),10,weekend,20261.0,G
Broadway (G),11,weekday,74737.0,G
Broadway (G),11,weekend,18658.5,G
Broadway (G),12,weekday,69179.0,G
Broadway (G),12,weekend,17902.0,G
"Broadway (N,W)",1,weekday,163452.33333333334,"N,W"
"Broadway (N,W)",1,weekend,31178.0,"N,W"
"Broadway (N,W)",2,weekday,162677.33333333334,"N,W"
"Broadway (N,W)",2,weekend,40633.666666666664,"N,W"
"Broadway (N,W)",3,weekday,188478.0,"N,W"
"Broadway (N,W)",3,weekend,40627.0,"N,W"
"Broadway (N,W)",4,weekday,171854.33333333334,"N,W"
"Broadway (N,W)",4,weekend,39444.333333333336,"N,W"
"Broadway (N,W)",5,weekday,190644.0,"N,W"
"Broadway (N,W)",5,weekend,40318.0,"N,W"
"Broadway (N,W)",6,weekday,175477.33333333334,"N,W"
"Broadway (N,W)",6,weekend,43468.333333333336,"N,W"
"Broadway (N,W)",7,weekday,162181.66666666666,"N,W"
"Broadway (N,W)",7,weekend,40204.666666666664,"N,W"
"Broadway (N,W)",8,weekday,168996.0,"N,W"
"Broadway (N,W)",8,weekend,37384.333333333336,"N,W"
"Broadway (N,W)",9,weekday,181940.0,"N,W"
"Broadway (N,W)",9,weekend,47631.0,"N,W"
"Broadway (N,W)",10,weekday,188802.0,"N,W"
"Broadway (N,W)",10,weekend,50667.666666666664,"N,W"
"Broadway (N,W)",11,weekday,187424.5,"N,W"
"Broadway (N,W)",11,weekend,43500.5,"N,W"
"Broadway (N,W)",12,weekday,176785.0,"N,W"
"Broadway (N,W)",12,weekend,50214.5,"N,W"
"Broadway Junction (A,C,J,L,Z)",1,weekday,102212.33333333333,"A,C,J,L,Z"
"Broadway Junction (A,C,J,L,Z)",1,weekend,25083.666666666668,"A,C,J,L,Z"
"Broadway Junction (A,C,J,L,Z)",2,weekday,102036.33333333333,"A,C,J,L,Z"
"Broadway Junction (A,C,J,L,Z)",2,weekend,26454.666666666668,"A,C,J,L,Z"
"Broadway Junction (A,C,J,L,Z)",3,weekday,120669.0,"A,C,J,L,Z"
"Broadway Junction (A,C,J,L,Z)",3,weekend,33355.0,"A,C,J,L,Z"
"Broadway Junction (A,C,J,L,Z)",4,weekday,108021.33333333333,"A,C,J,L,Z"
"Broadway Junction (A,C,J,L,Z)",4,weekend,37270.333333333336,"A,C,J,L,Z"
"Broadway Junction (A,C,J,L,Z)",5,weekday,124556.33333333333,"A,C,J,L,Z"
"Broadway Junction (A,C,J,L,Z)",5,weekend,37253.333333333336,"A,C,J,L,Z"
"Broadway Junction (A,C,J,L,Z)",6,weekday,109703.0,"A,C,J,L,Z"
"Broadway Junction (A,C,J,L,Z)",6,weekend,37598.0,"A,C,J,L,Z"
"Broadway Junction (A,C,J,L,Z)",7,weekday,105033.0,"A,C,J,L,Z"
"Broadway Junction (A,C,J,L,Z)",7,weekend,35844.333333333336,"A,C,J,L,Z"
"Broadway Junction (A,C,J,L,Z)",8,weekday,110123.33333333333,"A,C,J,L,Z"
"Broadway Junction (A,C,J,L,Z)",8,weekend,35557.0,"A,C,J,L,Z"
"Broadway Junction (A,C,J,L,Z)",9,weekday,110806.66666666667,"A,C,J,L,Z"
"Broadway Junction (A,C,J,L,Z)",9,weekend,35697.666666666664,"A,C,J,L,Z"
"Broadway Junction (A,C,J,L,Z)",10,weekday,113241.66666666667,"A,C,J,L,Z"
"Broadway Junction (A,C,J,L,Z)",10,weekend,32329.333333333332,"A,C,J,L,Z"
"Broadway Junction (A,C,J,L,Z)",11,weekday,111134.5,"A,C,J,L,Z"
"Broadway Junction (A,C,J,L,Z)",11,weekend,25389.5,"A,C,J,L,Z"
"Broadway Junction (A,C,J,L,Z)",12,weekday,104440.0,"A,C,J,L,Z"
"Broadway Junction (A,C,J,L,Z)",12,weekend,29820.5,"A,C,J,L,Z"
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",1,weekday,471419.3333333333,6
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",1,weekend,145246.66666666666,6
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",2,weekday,481875.0,6
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",2,weekend,153947.66666666666,6
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",3,weekday,562489.3333333334,6
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",3,weekend,168949.66666666666,6
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",4,weekday,551392.6666666666,6
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",4,weekend,184955.0,6
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",5,weekday,608003.0,6
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",5,weekend,176733.33333333334,6
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",6,weekday,570583.0,6
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",6,weekend,185231.66666666666,6
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",7,weekday,539716.3333333334,6
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",7,weekend,179965.33333333334,6
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",8,weekday,565127.3333333334,6
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",8,weekend,151817.0,6
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",9,weekday,572540.6666666666,6
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",9,weekend,195974.0,6
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",10,weekday,602050.3333333334,6
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",10,weekend,216771.66666666666,6
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",11,weekday,577462.0,6
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",11,weekend,170752.0,6
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",12,weekday,582314.0,6
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",12,weekend,206661.0,6
"Bronx Park East (2,5)",1,weekday,30533.333333333332,"2,5"
"Bronx Park East (2,5)",1,weekend,5071.333333333333,"2,5"
"Bronx Park East (2,5)",2,weekday,30441.333333333332,"2,5"
"Bronx Park East (2,5)",2,weekend,5139.666666666667,"2,5"
"Bronx Park East (2,5)",3,weekday,36614.333333333336,"2,5"
"Bronx Park East (2,5)",3,weekend,5804.0,"2,5"
"Bronx Park East (2,5)",4,weekday,32226.0,"2,5"
"Bronx Park East (2,5)",4,weekend,5606.333333333333,"2,5"
"Bronx Park East (2,5)",5,weekday,35996.0,"2,5"
"Bronx Park East (2,5)",5,weekend,5437.0,"2,5"
"Bronx Park East (2,5)",6,weekday,32202.333333333332,"2,5"
"Bronx Park East (2,5)",6,weekend,5698.0,"2,5"
"Bronx Park East (2,5)",7,weekday,28556.0,"2,5"
"Bronx Park East (2,5)",7,weekend,5571.666666666667,"2,5"
"Bronx Park East (2,5)",8,weekday,29864.333333333332,"2,5"
"Bronx Park East (2,5)",8,weekend,4843.666666666667,"2,5"
"Bronx Park East (2,5)",9,weekday,32015.333333333332,"2,5"
"Bronx Park East (2,5)",9,weekend,5641.333333333333,"2,5"
"Bronx Park East (2,5)",10,weekday,33250.666666666664,"2,5"
"Bronx Park East (2,5)",10,weekend,5741.333333333333,"2,5"
"Bronx Park East (2,5)",11,weekday,32984.5,"2,5"
"Bronx Park East (2,5)",11,weekend,5140.5,"2,5"
"Bronx Park East (2,5)",12,weekday,30482.5,"2,5"
"Bronx Park East (2,5)",12,weekend,5842.0,"2,5"
Brook Av (6),1,weekday,74215.66666666667,6
Brook Av (6),1,weekend,14207.333333333334,6
Brook Av (6),2,weekday,71020.0,6
Brook Av (6),2,weekend,14995.666666666666,6
Brook Av (6),3,weekday,88183.33333333333,6
Brook Av (6),3,weekend,15272.0,6
Brook Av (6),4,weekday,77093.33333333333,6
Brook Av (6),4,weekend,16620.0,6
Brook Av (6),5,weekday,84186.66666666667,6
Brook Av (6),5,weekend,15718.0,6
Brook Av (6),6,weekday,73576.0,6
Brook Av (6),6,weekend,14315.666666666666,6
Brook Av (6),7,weekday,62054.333333333336,6
Brook Av (6),7,weekend,14843.333333333334,6
Brook Av (6),8,weekday,65508.666666666664,6
Brook Av (6),8,weekend,14586.333333333334,6
Brook Av (6),9,weekday,73238.66666666667,6
Brook Av (6),9,weekend,16342.666666666666,6
Brook Av (6),10,weekday,75042.66666666667,6
Brook Av (6),10,weekend,13651.0,6
Brook Av (6),11,weekday,79684.0,6
Brook Av (6),11,weekend,14161.0,6
Brook Av (6),12,weekday,74905.5,6
Brook Av (6),12,weekend,17874.0,6
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",1,weekday,342505.6666666667,"J,Z"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",1,weekend,53261.0,"J,Z"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",2,weekday,346229.6666666667,"J,Z"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",2,weekend,57852.333333333336,"J,Z"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",3,weekday,417189.6666666667,"J,Z"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",3,weekend,66201.66666666667,"J,Z"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",4,weekday,397011.0,"J,Z"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",4,weekend,73952.66666666667,"J,Z"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",5,weekday,431927.6666666667,"J,Z"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",5,weekend,71397.0,"J,Z"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",6,weekday,394254.3333333333,"J,Z"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",6,weekend,71964.66666666667,"J,Z"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",7,weekday,385049.0,"J,Z"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",7,weekend,75054.33333333333,"J,Z"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",8,weekday,397666.6666666667,"J,Z"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",8,weekend,68964.66666666667,"J,Z"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",9,weekday,408710.6666666667,"J,Z"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",9,weekend,71806.66666666667,"J,Z"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",10,weekday,427087.3333333333,"J,Z"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",10,weekend,85912.0,"J,Z"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",11,weekday,405278.5,"J,Z"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",11,weekend,69222.0,"J,Z"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",12,weekday,395687.0,"J,Z"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",12,weekend,84771.5,"J,Z"
"Bryant Pk (B,D,F,M)/5 Av (7)",1,weekday,599910.6666666666,7
"Bryant Pk (B,D,F,M)/5 Av (7)",1,weekend,103136.33333333333,7
"Bryant Pk (B,D,F,M)/5 Av (7)",2,weekday,591042.3333333334,7
"Bryant Pk (B,D,F,M)/5 Av (7)",2,weekend,101651.0,7
"Bryant Pk (B,D,F,M)/5 Av (7)",3,weekday,707668.6666666666,7
"Bryant Pk (B,D,F,M)/5 Av (7)",3,weekend,110076.0,7
"Bryant Pk (B,D,F,M)/5 Av (7)",4,weekday,705638.6666666666,7
"Bryant Pk (B,D,F,M)/5 Av (7)",4,weekend,132423.66666666666,7
"Bryant Pk (B,D,F,M)/5 Av (7)",5,weekday,780805.3333333334,7
"Bryant Pk (B,D,F,M)/5 Av (7)",5,weekend,136342.33333333334,7
"Bryant Pk (B,D,F,M)/5 Av (7)",6,weekday,753896.3333333334,7
"Bryant Pk (B,D,F,M)/5 Av (7)",6,weekend,143011.0,7
"Bryant Pk (B,D,F,M)/5 Av (7)",7,weekday,741292.0,7
"Bryant Pk (B,D,F,M)/5 Av (7)",7,weekend,143394.66666666666,7
"Bryant Pk (B,D,F,M)/5 Av (7)",8,weekday,778224.6666666666,7
"Bryant Pk (B,D,F,M)/5 Av (7)",8,weekend,132731.66666666666,7
"Bryant Pk (B,D,F,M)/5 Av (7)",9,weekday,723999.6666666666,7
"Bryant Pk (B,D,F,M)/5 Av (7)",9,weekend,133710.33333333334,7
"Bryant Pk (B,D,F,M)/5 Av (7)",10,weekday,758706.3333333334,7
"Bryant Pk (B,D,F,M)/5 Av (7)",10,weekend,159641.33333333334,7
"Bryant Pk (B,D,F,M)/5 Av (7)",11,weekday,787281.0,7
"Bryant Pk (B,D,F,M)/5 Av (7)",11,weekend,148958.5,7
"Bryant Pk (B,D,F,M)/5 Av (7)",12,weekday,818134.5,7
"Bryant Pk (B,D,F,M)/5 Av (7)",12,weekend,223263.0,7
Buhre Av (6),1,weekday,51908.333333333336,6
Buhre Av (6),1,weekend,7605.0,6
Buhre Av (6),2,weekday,50940.333333333336,6
Buhre Av (6),2,weekend,7691.0,6
Buhre Av (6),3,weekday,60562.333333333336,6
Buhre Av (6),3,weekend,8217.333333333334,6
Buhre Av (6),4,weekday,54305.0,6
Buhre Av (6),4,weekend,8862.666666666666,6
Buhre Av (6),5,weekday,60443.666666666664,6
Buhre Av (6),5,weekend,7091.666666666667,6
Buhre Av (6),6,weekday,53780.333333333336,6
Buhre Av (6),6,weekend,8085.333333333333,6
Buhre Av (6),7,weekday,47880.333333333336,6
Buhre Av (6),7,weekend,8305.666666666666,6
Buhre Av (6),8,weekday,50812.333333333336,6
Buhre Av (6),8,weekend,7080.333333333333,6
Buhre Av (6),9,weekday,54954.666666666664,6
Buhre Av (6),9,weekend,8320.0,6
Buhre Av (6),10,weekday,57323.666666666664,6
Buhre Av (6),10,weekend,8992.666666666666,6
Buhre Av (6),11,weekday,58179.5,6
Buhre Av (6),11,weekend,8404.0,6
Buhre Av (6),12,weekday,53510.5,6
Buhre Av (6),12,weekend,8970.0,6
"Burke Av (2,5)",1,weekday,35739.666666666664,"2,5"
"Burke Av (2,5)",1,weekend,6128.333333333333,"2,5"
"Burke Av (2,5)",2,weekday,35634.333333333336,"2,5"
"Burke Av (2,5)",2,weekend,6495.0,"2,5"
"Burke Av (2,5)",3,weekday,42573.333333333336,"2,5"
"Burke Av (2,5)",3,weekend,7232.333333333333,"2,5"
"Burke Av (2,5)",4,weekday,38216.0,"2,5"
"Burke Av (2,5)",4,weekend,7191.333333333333,"2,5"
"Burke Av (2,5)",5,weekday,41545.333333333336,"2,5"
"Burke Av (2,5)",5,weekend,6783.666666666667,"2,5"
"Burke Av (2,5)",6,weekday,37435.333333333336,"2,5"
"Burke Av (2,5)",6,weekend,6753.0,"2,5"
"Burke Av (2,5)",7,weekday,32881.666666666664,"2,5"
"Burke Av (2,5)",7,weekend,6722.666666666667,"2,5"
"Burke Av (2,5)",8,weekday,34855.666666666664,"2,5"
"Burke Av (2,5)",8,weekend,5790.0,"2,5"
"Burke Av (2,5)",9,weekday,36348.666666666664,"2,5"
"Burke Av (2,5)",9,weekend,6796.666666666667,"2,5"
"Burke Av (2,5)",10,weekday,37633.333333333336,"2,5"
"Burke Av (2,5)",10,weekend,6785.666666666667,"2,5"
"Burke Av (2,5)",11,weekday,37369.0,"2,5"
"Burke Av (2,5)",11,weekend,6258.5,"2,5"
"Burke Av (2,5)",12,weekday,35229.0,"2,5"
"Burke Av (2,5)",12,weekend,7285.0,"2,5"
Burnside Av (4),1,weekday,116785.33333333333,4
Burnside Av (4),1,weekend,27986.0,4
Burnside Av (4),2,weekday,118460.33333333333,4
Burnside Av (4),2,weekend,28755.666666666668,4
Burnside Av (4),3,weekday,139229.0,4
Burnside Av (4),3,weekend,27565.0,4
Burnside Av (4),4,weekday,124252.66666666667,4
Burnside Av (4),4,weekend,32303.0,4
Burnside Av (4),5,weekday,138711.33333333334,4
Burnside Av (4),5,weekend,30365.333333333332,4
Burnside Av (4),6,weekday,120107.0,4
Burnside Av (4),6,weekend,32856.666666666664,4
Burnside Av (4),7,weekday,109738.0,4
Burnside Av (4),7,weekend,34649.333333333336,4
Burnside Av (4),8,weekday,116164.0,4
Burnside Av (4),8,weekend,30383.666666666668,4
Burnside Av (4),9,weekday,126397.33333333333,4
Burnside Av (4),9,weekend,30633.0,4
Burnside Av (4),10,weekday,134281.66666666666,4
Burnside Av (4),10,weekend,34370.333333333336,4
Burnside Av (4),11,weekday,130207.0,4
Burnside Av (4),11,weekend,35556.0,4
Burnside Av (4),12,weekday,121393.5,4
Burnside Av (4),12,weekend,37854.0,4
Bushwick Av-Aberdeen St (L),1,weekday,33919.666666666664,L
Bushwick Av-Aberdeen St (L),1,weekend,8415.333333333334,L
Bushwick Av-Aberdeen St (L),2,weekday,33651.333333333336,L
Bushwick Av-Aberdeen St (L),2,weekend,8455.666666666666,L
Bushwick Av-Aberdeen St (L),3,weekday,38424.666666666664,L
Bushwick Av-Aberdeen St (L),3,weekend,9330.0,L
Bushwick Av-Aberdeen St (L),4,weekday,35320.666666666664,L
Bushwick Av-Aberdeen St (L),4,weekend,8716.666666666666,L
Bushwick Av-Aberdeen St (L),5,weekday,39206.0,L
Bushwick Av-Aberdeen St (L),5,weekend,9077.666666666666,L
