station_complex,month,day_type,ridership,lines
"36 St (D,N,R)",8,weekend,54467.666666666664,"D,N,R"
"36 St (D,N,R)",9,weekday,231616.0,"D,N,R"
"36 St (D,N,R)",9,weekend,55457.666666666664,"D,N,R"
"36 St (D,N,R)",10,weekday,241450.0,"D,N,R"
"36 St (D,N,R)",10,weekend,66495.33333333333,"D,N,R"
"36 St (D,N,R)",11,weekday,241003.0,"D,N,R"
"36 St (D,N,R)",11,weekend,56957.0,"D,N,R"
"36 St (D,N,R)",12,weekday,228883.0,"D,N,R"
"36 St (D,N,R)",12,weekend,60720.5,"D,N,R"
"36 St (M,R)",1,weekday,50478.666666666664,"M,R"
"36 St (M,R)",1,weekend,10377.666666666666,"M,R"
"36 St (M,R)",2,weekday,50562.333333333336,"M,R"
"36 St (M,R)",2,weekend,7417.666666666667,"M,R"
"36 St (M,R)",3,weekday,59874.0,"M,R"
"36 St (M,R)",3,weekend,10482.666666666666,"M,R"
"36 St (M,R)",4,weekday,55340.666666666664,"M,R"
"36 St (M,R)",4,weekend,10931.666666666666,"M,R"
"36 St (M,R)",5,weekday,61251.666666666664,"M,R"
"36 St (M,R)",5,weekend,8071.666666666667,"M,R"
"36 St (M,R)",6,weekday,55699.666666666664,"M,R"
"36 St (M,R)",6,weekend,8545.333333333334,"M,R"
"36 St (M,R)",7,weekday,53188.0,"M,R"
"36 St (M,R)",7,weekend,9938.0,"M,R"
"36 St (M,R)",8,weekday,56331.333333333336,"M,R"
"36 St (M,R)",8,weekend,8411.0,"M,R"
"36 St (M,R)",9,weekday,54986.0,"M,R"
"36 St (M,R)",9,weekend,6559.0,"M,R"
"36 St (M,R)",10,weekday,55714.666666666664,"M,R"
"36 St (M,R)",10,weekend,8553.0,"M,R"
"36 St (M,R)",11,weekday,51644.0,"M,R"
"36 St (M,R)",11,weekend,8676.5,"M,R"
"36 St (M,R)",12,weekday,52341.0,"M,R"
"36 St (M,R)",12,weekend,8908.5,"M,R"
"39 Av-Dutch Kills (N,W)",1,weekday,44097.333333333336,"N,W"
"39 Av-Dutch Kills (N,W)",1,weekend,12598.666666666666,"N,W"
"39 Av-Dutch Kills (N,W)",2,weekday,44347.0,"N,W"
"39 Av-Dutch Kills (N,W)",2,weekend,9578.333333333334,"N,W"
"39 Av-Dutch Kills (N,W)",3,weekday,54501.666666666664,"N,W"
"39 Av-Dutch Kills (N,W)",3,weekend,13288.333333333334,"N,W"
"39 Av-Dutch Kills (N,W)",4,weekday,50528.333333333336,"N,W"
"39 Av-Dutch Kills (N,W)",4,weekend,11373.0,"N,W"
"39 Av-Dutch Kills (N,W)",5,weekday,55524.333333333336,"N,W"
"39 Av-Dutch Kills (N,W)",5,weekend,10041.0,"N,W"
"39 Av-Dutch Kills (N,W)",6,weekday,50099.0,"N,W"
"39 Av-Dutch Kills (N,W)",6,weekend,11060.333333333334,"N,W"
"39 Av-Dutch Kills (N,W)",7,weekday,48833.0,"N,W"
"39 Av-Dutch Kills (N,W)",7,weekend,9969.666666666666,"N,W"
"39 Av-Dutch Kills (N,W)",8,weekday,51270.666666666664,"N,W"
"39 Av-Dutch Kills (N,W)",8,weekend,10311.333333333334,"N,W"
"39 Av-Dutch Kills (N,W)",9,weekday,54626.666666666664,"N,W"
"39 Av-Dutch Kills (N,W)",9,weekend,12975.333333333334,"N,W"
"39 Av-Dutch Kills (N,W)",10,weekday,58127.0,"N,W"
"39 Av-Dutch Kills (N,W)",10,weekend,13626.0,"N,W"
"39 Av-Dutch Kills (N,W)",11,weekday,56542.5,"N,W"
"39 Av-Dutch Kills (N,W)",11,weekend,13972.5,"N,W"
"39 Av-Dutch Kills (N,W)",12,weekday,53882.5,"N,W"
"39 Av-Dutch Kills (N,W)",12,weekend,14432.5,"N,W"
"4 Av (F,G)/9 St (R)",1,weekday,174156.33333333334,R
"4 Av (F,G)/9 St (R)",1,weekend,40058.333333333336,R
"4 Av (F,G)/9 St (R)",2,weekday,169449.33333333334,R
"4 Av (F,G)/9 St (R)",2,weekend,40273.666666666664,R
"4 Av (F,G)/9 St (R)",3,weekday,201251.0,R
"4 Av (F,G)/9 St (R)",3,weekend,46361.333333333336,R
"4 Av (F,G)/9 St (R)",4,weekday,179243.66666666666,R
"4 Av (F,G)/9 St (R)",4,weekend,47898.333333333336,R
"4 Av (F,G)/9 St (R)",5,weekday,202905.33333333334,R
"4 Av (F,G)/9 St (R)",5,weekend,47723.0,R
"4 Av (F,G)/9 St (R)",6,weekday,186766.66666666666,R
"4 Av (F,G)/9 St (R)",6,weekend,53443.0,R
"4 Av (F,G)/9 St (R)",7,weekday,162458.66666666666,R
"4 Av (F,G)/9 St (R)",7,weekend,44557.0,R
"4 Av (F,G)/9 St (R)",8,weekday,169991.66666666666,R
"4 Av (F,G)/9 St (R)",8,weekend,41600.0,R
"4 Av (F,G)/9 St (R)",9,weekday,185888.0,R
"4 Av (F,G)/9 St (R)",9,weekend,47702.0,R
"4 Av (F,G)/9 St (R)",10,weekday,195486.33333333334,R
"4 Av (F,G)/9 St (R)",10,weekend,51809.666666666664,R
"4 Av (F,G)/9 St (R)",11,weekday,193935.0,R
"4 Av (F,G)/9 St (R)",11,weekend,48816.5,R
"4 Av (F,G)/9 St (R)",12,weekday,179862.0,R
"4 Av (F,G)/9 St (R)",12,weekend,50740.5,R
40 St-Lowery St (7),1,weekday,135442.33333333334,7
40 St-Lowery St (7),1,weekend,18847.0,7
40 St-Lowery St (7),2,weekday,133205.0,7
40 St-Lowery St (7),2,weekend,24886.666666666668,7
40 St-Lowery St (7),3,weekday,158351.33333333334,7
40 St-Lowery St (7),3,weekend,23798.0,7
40 St-Lowery St (7),4,weekday,142783.66666666666,7
40 St-Lowery St (7),4,weekend,30436.666666666668,7
40 St-Lowery St (7),5,weekday,161831.33333333334,7
40 St-Lowery St (7),5,weekend,32616.666666666668,7
40 St-Lowery St (7),6,weekday,146170.0,7
40 St-Lowery St (7),6,weekend,35481.333333333336,7
40 St-Lowery St (7),7,weekday,130503.66666666667,7
40 St-Lowery St (7),7,weekend,34176.0,7
40 St-Lowery St (7),8,weekday,136088.66666666666,7
40 St-Lowery St (7),8,weekend,30837.666666666668,7
40 St-Lowery St (7),9,weekday,149999.0,7
40 St-Lowery St (7),9,weekend,33760.666666666664,7
40 St-Lowery St (7),10,weekday,155902.66666666666,7
40 St-Lowery St (7),10,weekend,35944.0,7
40 St-Lowery St (7),11,weekday,152523.5,7
40 St-Lowery St (7),11,weekend,26571.5,7
40 St-Lowery St (7),12,weekday,143997.5,7
40 St-Lowery St (7),12,weekend,36367.5,7
45 St (R),1,weekday,112452.0,R
45 St (R),1,weekend,25843.0,R
45 St (R),2,weekday,111163.66666666667,R
45 St (R),2,weekend,25939.666666666668,R
45 St (R),3,weekday,129289.33333333333,R
45 St (R),3,weekend,29204.666666666668,R
45 St (R),4,weekday,112712.33333333333,R
45 St (R),4,weekend,28242.333333333332,R
45 St (R),5,weekday,129151.0,R
45 St (R),5,weekend,26712.333333333332,R
45 St (R),6,weekday,115869.0,R
45 St (R),6,weekend,27318.666666666668,R
45 St (R),7,weekday,102344.0,R
45 St (R),7,weekend,27540.666666666668,R
45 St (R),8,weekday,107286.33333333333,R
45 St (R),8,weekend,24344.666666666668,R
45 St (R),9,weekday,115590.33333333333,R
45 St (R),9,weekend,28041.333333333332,R
45 St (R),10,weekday,120322.66666666667,R
45 St (R),10,weekend,29031.666666666668,R
45 St (R),11,weekday,121258.0,R
45 St (R),11,weekend,27280.5,R
45 St (R),12,weekday,116753.5,R
45 St (R),12,weekend,30073.0,R
"46 St (M,R)",1,weekday,106064.0,"M,R"
"46 St (M,R)",1,weekend,22847.666666666668,"M,R"
"46 St (M,R)",2,weekday,104320.0,"M,R"
"46 St (M,R)",2,weekend,21824.666666666668,"M,R"
"46 St (M,R)",3,weekday,123598.33333333333,"M,R"
"46 St (M,R)",3,weekend,25604.0,"M,R"
"46 St (M,R)",4,weekday,112435.33333333333,"M,R"
"46 St (M,R)",4,weekend,24741.666666666668,"M,R"
"46 St (M,R)",5,weekday,121757.33333333333,"M,R"
"46 St (M,R)",5,weekend,21619.333333333332,"M,R"
"46 St (M,R)",6,weekday,108144.0,"M,R"
"46 St (M,R)",6,weekend,23410.333333333332,"M,R"
"46 St (M,R)",7,weekday,99729.33333333333,"M,R"
"46 St (M,R)",7,weekend,25454.333333333332,"M,R"
"46 St (M,R)",8,weekday,103232.0,"M,R"
"46 St (M,R)",8,weekend,21782.666666666668,"M,R"
"46 St (M,R)",9,weekday,110353.66666666667,"M,R"
"46 St (M,R)",9,weekend,21417.333333333332,"M,R"
"46 St (M,R)",10,weekday,116250.0,"M,R"
"46 St (M,R)",10,weekend,25220.0,"M,R"
"46 St (M,R)",11,weekday,108318.5,"M,R"
"46 St (M,R)",11,weekend,21443.0,"M,R"
"46 St (M,R)",12,weekday,110556.5,"M,R"
"46 St (M,R)",12,weekend,28036.5,"M,R"
46 St-Bliss St (7),1,weekday,175870.33333333334,7
46 St-Bliss St (7),1,weekend,27153.666666666668,7
46 St-Bliss St (7),2,weekday,172062.33333333334,7
46 St-Bliss St (7),2,weekend,36649.666666666664,7
46 St-Bliss St (7),3,weekday,201731.0,7
46 St-Bliss St (7),3,weekend,34545.666666666664,7
46 St-Bliss St (7),4,weekday,184893.0,7
46 St-Bliss St (7),4,weekend,43161.0,7
46 St-Bliss St (7),5,weekday,206535.0,7
46 St-Bliss St (7),5,weekend,46030.0,7
46 St-Bliss St (7),6,weekday,191155.0,7
46 St-Bliss St (7),6,weekend,49920.666666666664,7
46 St-Bliss St (7),7,weekday,175065.66666666666,7
46 St-Bliss St (7),7,weekend,50108.0,7
46 St-Bliss St (7),8,weekday,182618.33333333334,7
46 St-Bliss St (7),8,weekend,45402.333333333336,7
46 St-Bliss St (7),9,weekday,193351.0,7
46 St-Bliss St (7),9,weekend,48108.0,7
46 St-Bliss St (7),10,weekday,198533.66666666666,7
46 St-Bliss St (7),10,weekend,51253.0,7
46 St-Bliss St (7),11,weekday,197146.5,7
46 St-Bliss St (7),11,weekend,37641.0,7
46 St-Bliss St (7),12,weekday,187024.5,7
46 St-Bliss St (7),12,weekend,51182.0,7
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",1,weekday,672211.6666666666,"B,D,F,M"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",1,weekend,102399.66666666667,"B,D,F,M"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",2,weekday,653857.3333333334,"B,D,F,M"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",2,weekend,98662.66666666667,"B,D,F,M"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",3,weekday,785530.3333333334,"B,D,F,M"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",3,weekend,107084.66666666667,"B,D,F,M"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",4,weekday,756218.0,"B,D,F,M"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",4,weekend,122668.66666666667,"B,D,F,M"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",5,weekday,827478.3333333334,"B,D,F,M"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",5,weekend,118548.66666666667,"B,D,F,M"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",6,weekday,781612.0,"B,D,F,M"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",6,weekend,118041.0,"B,D,F,M"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",7,weekday,749074.0,"B,D,F,M"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",7,weekend,122190.0,"B,D,F,M"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",8,weekday,802109.0,"B,D,F,M"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",8,weekend,115278.0,"B,D,F,M"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",9,weekday,741920.0,"B,D,F,M"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",9,weekend,113754.33333333333,"B,D,F,M"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",10,weekday,801147.0,"B,D,F,M"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",10,weekend,145671.66666666666,"B,D,F,M"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",11,weekday,834432.0,"B,D,F,M"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",11,weekend,128030.5,"B,D,F,M"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",12,weekday,997485.5,"B,D,F,M"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)",12,weekend,284040.0,"B,D,F,M"
"49 St (N,R,W)",1,weekday,282060.6666666667,"N,R,W"
"49 St (N,R,W)",1,weekend,88714.33333333333,"N,R,W"
"49 St (N,R,W)",2,weekday,280075.6666666667,"N,R,W"
"49 St (N,R,W)",2,weekend,84025.66666666667,"N,R,W"
"49 St (N,R,W)",3,weekday,351517.6666666667,"N,R,W"
"49 St (N,R,W)",3,weekend,111020.0,"N,R,W"
"49 St (N,R,W)",4,weekday,345253.3333333333,"N,R,W"
"49 St (N,R,W)",4,weekend,115296.66666666667,"N,R,W"
"49 St (N,R,W)",5,weekday,371058.3333333333,"N,R,W"
"49 St (N,R,W)",5,weekend,112484.66666666667,"N,R,W"
"49 St (N,R,W)",6,weekday,354596.3333333333,"N,R,W"
"49 St (N,R,W)",6,weekend,109752.33333333333,"N,R,W"
"49 St (N,R,W)",7,weekday,343625.3333333333,"N,R,W"
"49 St (N,R,W)",7,weekend,105024.66666666667,"N,R,W"
"49 St (N,R,W)",8,weekday,356337.3333333333,"N,R,W"
"49 St (N,R,W)",8,weekend,106872.33333333333,"N,R,W"
"49 St (N,R,W)",9,weekday,335425.6666666667,"N,R,W"
"49 St (N,R,W)",9,weekend,102131.33333333333,"N,R,W"
"49 St (N,R,W)",10,weekday,361736.3333333333,"N,R,W"
"49 St (N,R,W)",10,weekend,120181.66666666667,"N,R,W"
"49 St (N,R,W)",11,weekday,349172.5,"N,R,W"
"49 St (N,R,W)",11,weekend,108384.5,"N,R,W"
"49 St (N,R,W)",12,weekday,394941.0,"N,R,W"
"49 St (N,R,W)",12,weekend,137329.5,"N,R,W"
"5 Av/53 St (E,M)",1,weekday,303500.0,"E,M"
"5 Av/53 St (E,M)",1,weekend,39682.0,"E,M"
"5 Av/53 St (E,M)",2,weekday,287519.0,"E,M"
"5 Av/53 St (E,M)",2,weekend,27703.0,"E,M"
"5 Av/53 St (E,M)",3,weekday,341125.6666666667,"E,M"
"5 Av/53 St (E,M)",3,weekend,46753.0,"E,M"
"5 Av/53 St (E,M)",4,weekday,305261.3333333333,"E,M"
"5 Av/53 St (E,M)",4,weekend,32224.0,"E,M"
"5 Av/53 St (E,M)",5,weekday,315779.6666666667,"E,M"
"5 Av/53 St (E,M)",5,weekend,17983.333333333332,"E,M"
"5 Av/53 St (E,M)",6,weekday,309068.0,"E,M"
"5 Av/53 St (E,M)",6,weekend,25531.333333333332,"E,M"
"5 Av/53 St (E,M)",7,weekday,296120.6666666667,"E,M"
"5 Av/53 St (E,M)",7,weekend,35654.666666666664,"E,M"
"5 Av/53 St (E,M)",8,weekday,304953.3333333333,"E,M"
"5 Av/53 St (E,M)",8,weekend,26005.666666666668,"E,M"
"5 Av/53 St (E,M)",9,weekday,318018.0,"E,M"
"5 Av/53 St (E,M)",9,weekend,39536.666666666664,"E,M"
"5 Av/53 St (E,M)",10,weekday,341399.0,"E,M"
"5 Av/53 St (E,M)",10,weekend,49987.333333333336,"E,M"
"5 Av/53 St (E,M)",11,weekday,376685.0,"E,M"
"5 Av/53 St (E,M)",11,weekend,52699.0,"E,M"
"5 Av/53 St (E,M)",12,weekday,357522.5,"E,M"
"5 Av/53 St (E,M)",12,weekend,81401.0,"E,M"
"5 Av/59 St (N,R,W)",1,weekday,186539.0,"N,R,W"
"5 Av/59 St (N,R,W)",1,weekend,43343.0,"N,R,W"
"5 Av/59 St (N,R,W)",2,weekday,183381.33333333334,"N,R,W"
"5 Av/59 St (N,R,W)",2,weekend,46481.666666666664,"N,R,W"
"5 Av/59 St (N,R,W)",3,weekday,219867.0,"N,R,W"
"5 Av/59 St (N,R,W)",3,weekend,57356.333333333336,"N,R,W"
"5 Av/59 St (N,R,W)",4,weekday,218813.33333333334,"N,R,W"
"5 Av/59 St (N,R,W)",4,weekend,66601.33333333333,"N,R,W"
"5 Av/59 St (N,R,W)",5,weekday,240960.33333333334,"N,R,W"
"5 Av/59 St (N,R,W)",5,weekend,64509.0,"N,R,W"
"5 Av/59 St (N,R,W)",6,weekday,226158.0,"N,R,W"
"5 Av/59 St (N,R,W)",6,weekend,63749.333333333336,"N,R,W"
"5 Av/59 St (N,R,W)",7,weekday,214589.33333333334,"N,R,W"
"5 Av/59 St (N,R,W)",7,weekend,46161.666666666664,"N,R,W"
"5 Av/59 St (N,R,W)",8,weekday,218401.0,"N,R,W"
"5 Av/59 St (N,R,W)",8,weekend,61585.333333333336,"N,R,W"
"5 Av/59 St (N,R,W)",9,weekday,217257.0,"N,R,W"
"5 Av/59 St (N,R,W)",9,weekend,62898.666666666664,"N,R,W"
"5 Av/59 St (N,R,W)",10,weekday,232037.0,"N,R,W"
"5 Av/59 St (N,R,W)",10,weekend,62427.333333333336,"N,R,W"
"5 Av/59 St (N,R,W)",11,weekday,234892.5,"N,R,W"
"5 Av/59 St (N,R,W)",11,weekend,68815.5,"N,R,W"
"5 Av/59 St (N,R,W)",12,weekday,247561.5,"N,R,W"
"5 Av/59 St (N,R,W)",12,weekend,83094.0,"N,R,W"
50 St (1),1,weekday,291735.6666666667,1
50 St (1),1,weekend,64424.0,1
50 St (1),2,weekday,306843.3333333333,1
50 St (1),2,weekend,76025.0,1
50 St (1),3,weekday,322353.0,1
50 St (1),3,weekend,77842.66666666667,1
50 St (1),4,weekday,292693.6666666667,1
50 St (1),4,weekend,81366.33333333333,1
50 St (1),5,weekday,379709.6666666667,1
50 St (1),5,weekend,102613.66666666667,1
50 St (1),6,weekday,361780.0,1
50 St (1),6,weekend,94664.33333333333,1
50 St (1),7,weekday,350618.6666666667,1
50 St (1),7,weekend,101275.0,1
50 St (1),8,weekday,352354.6666666667,1
50 St (1),8,weekend,83864.33333333333,1
50 St (1),9,weekday,346124.3333333333,1
50 St (1),9,weekend,89476.0,1
50 St (1),10,weekday,387950.3333333333,1
50 St (1),10,weekend,102547.33333333333,1
50 St (1),11,weekday,397390.0,1
50 St (1),11,weekend,97096.5,1
50 St (1),12,weekday,419751.0,1
50 St (1),12,weekend,136563.5,1
"50 St (C,E)",1,weekday,272783.0,"C,E"
"50 St (C,E)",1,weekend,86808.0,"C,E"
"50 St (C,E)",2,weekday,239501.0,"C,E"
"50 St (C,E)",2,weekend,57385.666666666664,"C,E"
"50 St (C,E)",3,weekday,318195.6666666667,"C,E"
"50 St (C,E)",3,weekend,96563.66666666667,"C,E"
"50 St (C,E)",4,weekday,309685.6666666667,"C,E"
"50 St (C,E)",4,weekend,100366.33333333333,"C,E"
"50 St (C,E)",5,weekday,318969.0,"C,E"
"50 St (C,E)",5,weekend,68590.0,"C,E"
"50 St (C,E)",6,weekday,310548.6666666667,"C,E"
"50 St (C,E)",6,weekend,106786.0,"C,E"
"50 St (C,E)",7,weekday,285647.3333333333,"C,E"
"50 St (C,E)",7,weekend,86273.66666666667,"C,E"
"50 St (C,E)",8,weekday,298208.0,"C,E"
"50 St (C,E)",8,weekend,80632.66666666667,"C,E"
"50 St (C,E)",9,weekday,307377.6666666667,"C,E"
"50 St (C,E)",9,weekend,93726.66666666667,"C,E"
"50 St (C,E)",10,weekday,332343.6666666667,"C,E"
"50 St (C,E)",10,weekend,109208.33333333333,"C,E"
"50 St (C,E)",11,weekday,319930.5,"C,E"
"50 St (C,E)",11,weekend,93328.5,"C,E"
"50 St (C,E)",12,weekday,316010.0,"C,E"
"50 St (C,E)",12,weekend,129715.5,"C,E"
50 St (D),1,weekday,51875.333333333336,D
50 St (D),1,weekend,8337.666666666666,D
50 St (D),2,weekday,50605.0,D
50 St (D),2,weekend,8040.0,D
50 St (D),3,weekday,58435.333333333336,D
50 St (D),3,weekend,8960.333333333334,D
50 St (D),4,weekday,49169.0,D
50 St (D),4,weekend,9578.333333333334,D
50 St (D),5,weekday,57262.666666666664,D
50 St (D),5,weekend,9007.0,D
50 St (D),6,weekday,51509.333333333336,D
50 St (D),6,weekend,9756.0,D
50 St (D),7,weekday,47802.333333333336,D
50 St (D),7,weekend,9237.333333333334,D
50 St (D),8,weekday,49834.333333333336,D
50 St (D),8,weekend,8269.666666666666,D
50 St (D),9,weekday,51890.0,D
50 St (D),9,weekend,9545.333333333334,D
50 St (D),10,weekday,50235.0,D
50 St (D),10,weekend,9794.333333333334,D
50 St (D),11,weekday,54671.0,D
50 St (D),11,weekend,7659.5,D
50 St (D),12,weekday,52400.0,D
50 St (D),12,weekend,9201.0,D
52 St (7),1,weekday,86323.0,7
52 St (7),1,weekend,13280.666666666666,7
52 St (7),2,weekday,88852.66666666667,7
52 St (7),2,weekend,18592.0,7
52 St (7),3,weekday,103387.66666666667,7
52 St (7),3,weekend,17301.0,7
52 St (7),4,weekday,94294.66666666667,7
52 St (7),4,weekend,21345.0,7
52 St (7),5,weekday,103077.0,7
52 St (7),5,weekend,22757.666666666668,7
52 St (7),6,weekday,94857.33333333333,7
52 St (7),6,weekend,24087.0,7
52 St (7),7,weekday,89228.0,7
52 St (7),7,weekend,23490.333333333332,7
52 St (7),8,weekday,92558.0,7
52 St (7),8,weekend,21165.333333333332,7
52 St (7),9,weekday,90788.33333333333,7
52 St (7),9,weekend,22400.333333333332,7
52 St (7),10,weekday,98058.0,7
52 St (7),10,weekend,24852.0,7
52 St (7),11,weekday,95599.0,7
52 St (7),11,weekend,18510.0,7
52 St (7),12,weekday,88849.0,7
52 St (7),12,weekend,24127.5,7
53 St (R),1,weekday,124792.66666666667,R
53 St (R),1,weekend,27207.333333333332,R
53 St (R),2,weekday,123374.0,R
53 St (R),2,weekend,27212.333333333332,R
53 St (R),3,weekday,145811.66666666666,R
53 St (R),3,weekend,30619.0,R
53 St (R),4,weekday,127251.66666666667,R
53 St (R),4,weekend,30755.0,R
53 St (R),5,weekday,143403.66666666666,R
53 St (R),5,weekend,28368.0,R
53 St (R),6,weekday,129015.0,R
53 St (R),6,weekend,29744.666666666668,R
53 St (R),7,weekday,116972.66666666667,R
53 St (R),7,weekend,30995.0,R
53 St (R),8,weekday,122112.0,R
53 St (R),8,weekend,25841.666666666668,R
53 St (R),9,weekday,128984.66666666667,R
53 St (R),9,weekend,30436.0,R
53 St (R),10,weekday,134833.66666666666,R
53 St (R),10,weekend,30970.666666666668,R
53 St (R),11,weekday,136923.5,R
53 St (R),11,weekend,29407.5,R
53 St (R),12,weekday,129008.5,R
53 St (R),12,weekend,31582.0,R
55 St (D),1,weekday,29714.666666666668,D
55 St (D),1,weekend,4622.333333333333,D
55 St (D),2,weekday,28708.666666666668,D
55 St (D),2,weekend,4275.666666666667,D
55 St (D),3,weekday,33360.333333333336,D
55 St (D),3,weekend,4882.666666666667,D
55 St (D),4,weekday,27670.666666666668,D
55 St (D),4,weekend,5539.666666666667,D
55 St (D),5,weekday,31981.0,D
55 St (D),5,weekend,4882.333333333333,D
55 St (D),6,weekday,28528.0,D
55 St (D),6,weekend,5396.0,D
55 St (D),7,weekday,24819.666666666668,D
55 St (D),7,weekend,4995.0,D
55 St (D),8,weekday,26098.0,D
55 St (D),8,weekend,4134.333333333333,D
55 St (D),9,weekday,28806.0,D
55 St (D),9,weekend,5154.333333333333,D
55 St (D),10,weekday,27720.666666666668,D
55 St (D),10,weekend,5503.0,D
55 St (D),11,weekday,31398.5,D
55 St (D),11,weekend,4132.0,D
55 St (D),12,weekday,29951.0,D
55 St (D),12,weekend,4992.5,D
57 St (F),1,weekday,134895.66666666666,F
57 St (F),1,weekend,31723.333333333332,F
57 St (F),2,weekday,128965.66666666667,F
57 St (F),2,weekend,28596.0,F
57 St (F),3,weekday,170005.33333333334,F
57 St (F),3,weekend,29108.0,F
57 St (F),4,weekday,202578.0,F
57 St (F),4,weekend,63532.0,F
57 St (F),5,weekday,227415.33333333334,F
57 St (F),5,weekend,58482.666666666664,F
57 St (F),6,weekday,214202.66666666666,F
57 St (F),6,weekend,65679.66666666667,F
57 St (F),7,weekday,209315.66666666666,F
57 St (F),7,weekend,58238.666666666664,F
57 St (F),8,weekday,206012.0,F
57 St (F),8,weekend,46067.333333333336,F
57 St (F),9,weekday,162982.66666666666,F
57 St (F),9,weekend,33538.0,F
57 St (F),10,weekday,180481.33333333334,F
57 St (F),10,weekend,54032.0,F
57 St (F),11,weekday,159466.0,F
57 St (F),11,weekend,30024.5,F
57 St (F),12,weekday,180894.0,F
57 St (F),12,weekend,41776.0,F
"57 St-7 Av (N,Q,R,W)",1,weekday,419411.6666666667,"N,Q,R,W"
"57 St-7 Av (N,Q,R,W)",1,weekend,111333.66666666667,"N,Q,R,W"
"57 St-7 Av (N,Q,R,W)",2,weekday,427739.3333333333,"N,Q,R,W"
"57 St-7 Av (N,Q,R,W)",2,weekend,121180.33333333333,"N,Q,R,W"
"57 St-7 Av (N,Q,R,W)",3,weekday,504879.3333333333,"N,Q,R,W"
"57 St-7 Av (N,Q,R,W)",3,weekend,142101.33333333334,"N,Q,R,W"
"57 St-7 Av (N,Q,R,W)",4,weekday,471174.3333333333,"N,Q,R,W"
"57 St-7 Av (N,Q,R,W)",4,weekend,144947.66666666666,"N,Q,R,W"
"57 St-7 Av (N,Q,R,W)",5,weekday,519550.0,"N,Q,R,W"
"57 St-7 Av (N,Q,R,W)",5,weekend,139833.0,"N,Q,R,W"
"57 St-7 Av (N,Q,R,W)",6,weekday,477477.3333333333,"N,Q,R,W"
"57 St-7 Av (N,Q,R,W)",6,weekend,137357.66666666666,"N,Q,R,W"
"57 St-7 Av (N,Q,R,W)",7,weekday,449202.0,"N,Q,R,W"
"57 St-7 Av (N,Q,R,W)",7,weekend,131556.0,"N,Q,R,W"
"57 St-7 Av (N,Q,R,W)",8,weekday,467179.3333333333,"N,Q,R,W"
"57 St-7 Av (N,Q,R,W)",8,weekend,131649.33333333334,"N,Q,R,W"
"57 St-7 Av (N,Q,R,W)",9,weekday,494404.3333333333,"N,Q,R,W"
"57 St-7 Av (N,Q,R,W)",9,weekend,129991.66666666667,"N,Q,R,W"
"57 St-7 Av (N,Q,R,W)",10,weekday,513014.3333333333,"N,Q,R,W"
"57 St-7 Av (N,Q,R,W)",10,weekend,145552.0,"N,Q,R,W"
"57 St-7 Av (N,Q,R,W)",11,weekday,518158.0,"N,Q,R,W"
"57 St-7 Av (N,Q,R,W)",11,weekend,139266.0,"N,Q,R,W"
"57 St-7 Av (N,Q,R,W)",12,weekday,497078.5,"N,Q,R,W"
"57 St-7 Av (N,Q,R,W)",12,weekend,168077.0,"N,Q,R,W"
"59 St (N,R)",1,weekday,180050.33333333334,"N,R"
"59 St (N,R)",1,weekend,36216.666666666664,"N,R"
"59 St (N,R)",2,weekday,175504.33333333334,"N,R"
"59 St (N,R)",2,weekend,35608.0,"N,R"
"59 St (N,R)",3,weekday,205129.33333333334,"N,R"
"59 St (N,R)",3,weekend,40619.666666666664,"N,R"
"59 St (N,R)",4,weekday,180560.0,"N,R"
"59 St (N,R)",4,weekend,44761.0,"N,R"
"59 St (N,R)",5,weekday,206847.33333333334,"N,R"
"59 St (N,R)",5,weekend,44755.333333333336,"N,R"
"59 St (N,R)",6,weekday,185881.0,"N,R"
"59 St (N,R)",6,weekend,47209.666666666664,"N,R"
"59 St (N,R)",7,weekday,171597.0,"N,R"
"59 St (N,R)",7,weekend,45163.666666666664,"N,R"
